movieId,title,genres,year,title_cast,director,runtime
39896,South Central ,Action|Crime|Drama,1992,Glenn Plummer|Byron Minns|Lexie Bigham|Vincent Craig Dupree|LaRita Shelby|Kevin Best|Big Daddy Wayne|Allan Hatcher|Alvin Hatcher|Baldwin C. Sykes|Rana Kirkland|Diane Manzo|Sal Landi|Christian Coleman|Leonard Boyles,Stephen Milburn Anderson,98.0
40010,Duck Season (Temporada de patos) ,Comedy,2004,Diego Cataño|Daniel Miranda|Enrique Arreola|Danny Perea|Carolina Politi|Antonio Zúñiga|Alfredo Escobar|Sara Castro,Fernando Eimbcke,90.0
40015,Aprile ,Comedy,1998,Nanni Moretti|Silvio Orlando|Silvia Nono|Pietro Moretti|Agata Apicella Moretti|Nuria Schoenberg|Silvia Bonucci|Quentin de Fouchécour|Renato De Maria|Claudio Francia|Jacopo Francia|Matilde Francia|Daniele Luchetti|Giovanna Nicolai|Nicola Piepoli,Nanni Moretti,78.0
40148,Revolver ,Crime|Drama|Thriller,2005,Jason Statham|Ray Liotta|Vincent Pastore|André Benjamin|Terence Maynard|Andrew Howard|Mark Strong|Francesca Annis|Mem Ferda|Anjela Lauren Smith|Elana Binysh|Shend|Bill Moody|Stephen Walters|Vincent Riotta,Luc Besson,111.0
40226,Wild Zero ,Action|Comedy|Horror|Romance|Sci-Fi,2000,Guitar Wolf|Drum Wolf|Bass Wolf|Masashi Endô|Kwancharu Shitichai|Makoto Inamiya|Haruka Nakajo|Shirô Namiki|Taneko|Yoshiyuki Morishita|Masao|Tawaki Fusamori|Akihiko Murata|Enami Esako|Kae Egawa,Satoshi Takagi,98.0
40275,Everything Put Together ,Drama,2000,Radha Mitchell|Megan Mullally|Catherine Lloyd Burns|Jacqueline Heinze|Courtney Watkins|Matt Malloy|Mark Boone Junior|Blake Rossi|Louis Ferreira|Michele Hicks|Alan Ruck|Stéphanie Schneider|Vince Vieluf|John P. Hunter|Kevin Ratliffe,Adam Forgash,87.0
40278,Jarhead ,Action|Drama|War,2005,Jake Gyllenhaal|Scott MacDonald|Peter Sarsgaard|Jamie Foxx|Ming Lo|Lucas Black|Kevin Foster|Brian Geraghty|Damion Poitier|Riad Galayini|Craig Coyne|Katherine Randolph|Rini Bell|Dendrie Taylor|James Morrison,William Broyles Jr.,125.0
40291,Siblings ,Comedy,2004,Alex Campbell|Paul Soles|Andrew Chalmers|Samantha Weinstein|Sarah Gadon|Rocket the Dog|Nicholas Campbell|Sonja Smits|Aaron Abrams|Sarah Polley|Joan Heney|Dorothy Gordon|Martha Burns|Tom McCamus|William Lynn,Jackie May,85.0
40337,Holy Guests (Ha-Ushpizin) ,Drama,2004,Shuli Rand|Michal Bat-Sheva Rand|Shaul Mizrahi|Ilan Ganani|Avraham Abutboul|Yonathan Danino|Daniel Dayan|Michael Weigel|Daniel Rand|Yizhak Levkovits|Shmuel Ovadia|Moti Ben Ishai,Udi Lion,90.0
40339,Chicken Little ,Action|Adventure|Animation|Children|Comedy|Sci-Fi,2005,Zach Braff|Garry Marshall|Don Knotts|Patrick Stewart|Amy Sedaris|Steve Zahn|Joan Cusack|Wallace Shawn|Harry Shearer|Fred Willard|Catherine O'Hara|Patrick Warburton|Adam West|Mark Walton|Mark Dindal,Mark Dindal,81.0
40342,Romance & Cigarettes ,Comedy|Drama|Musical|Romance,2005,James Gandolfini|Susan Sarandon|Kate Winslet|Steve Buscemi|Bobby Cannavale|Mandy Moore|Mary-Louise Parker|Aida Turturro|Christopher Walken|Barbara Sukowa|Elaine Stritch|Eddie Izzard|Amy Sedaris|P.J. Brown|Adam LeFevre,John Turturro,105.0
40404,Al otro lado ,Drama,2004,Carmen Maura|Héctor Suárez|Vanessa Bauche|Susana González|Sanâa Alaoui|Ignacio Guadalupe|Héctor Echemendia|Naoufal Azzouz|Adrian Alonso|Jorge Milo|Nuria Badih|Silke|Martha Higareda|Manolo Caro|Julián Villagrán,Gustavo Loza,90.0
40412,Dead Man's Shoes ,Crime|Thriller,2004,Paddy Considine|Gary Stretch|Toby Kebbell|Stuart Wolfenden|Neil Bell|Paul Sadot|Seamus O'Neill|Jo Hartley|Paul Hurstfield|Emily Aston|George Newton|Craig Considine|Matt Considine|Andrew Shim|Arthur Meadows,Paddy Considine,90.0
40414,Joyeux Noël (Merry Christmas) ,Drama|War,2005,Diane Kruger|Natalie Dessay|Benno Fürmann|Rolando Villazón|Guillaume Canet|Gary Lewis|Dany Boon|Daniel Brühl|Lucas Belvaux|Alex Ferns|Steven Robertson|Frank Witter|Bernard Le Coq|Ian Richardson|Thomas Schmauser,Christian Carion,116.0
40494,Zombie and the Ghost Train (Zombie ja Kummitusjuna) ,Comedy|Drama,1991,Silu Seppälä|Marjo Leinonen|Matti Pellonpää|Vieno Saaristo|Juhani Niemelä|Sakke Järvenpää|Mato Valtonen|Mauri Sumén|Jyri Närvänen|Jarmo Haapanen|Jussi Rinne|Matti Viholainen|Roger Nieminen|Marko Äijö|Kauko Laurikainen,Mika Kaurismäki,88.0
40559,Highball ,Comedy|Drama,1997,Justine Bateman|Noah Baumbach|Peter Bogdanovich|Andrea Bowen|Dean Cameron|Rae Dawn Chong|Chris Eigeman|James P. Engel|Carlos Jacott|Lauren Katz|Catherine Kellner|John Lehr|Ryan Postal|Christopher Reed|Annabella Sciorra,Noah Baumbach,110.0
40574,Get Rich or Die Tryin' ,Action|Crime|Drama,2005,50 Cent|Adewale Akinnuoye-Agbaje|Joy Bryant|Omar Benson Miller|Tory Kittles|Terrence Howard|Ashley Walters|Marc John Jefferies|Viola Davis|Sullivan Walker|Serena Reeder|Bill Duke|Mpho Koaho|Russell Hornsby|Joseph Pierre,Terence Winter,117.0
40578,Sword of the Beast (Kedamono no ken) ,Action|Drama,1965,Mikijirô Hira|Gô Katô|Shima Iwashita|Toshie Kimura|Kantarô Suga|Yôko Mihara|Kunie Tanaka|Eijirô Tôno|Shigeru Amachi|Hajime Araki|Tsuyoshi Date|Ryûji Fujisawa|Torahiko Hamada|Tôru Hatozaki|Sentarô Hayashi,Hideo Gosha,85.0
40581,Just Friends ,Comedy|Romance,2005,Ryan Reynolds|Amy Smart|Anna Faris|Chris Klein|Chris Marquette|Giacomo Beltrami|Fred Ewanuick|Amy Matysio|Julie Hagerty|Wendy Anderson|Barry Flatman|Devyn Burant|Jaden Ryan|Annie Brebner|Mike O'Brien,Adam 'Tex' Davis,96.0
40583,Syriana ,Drama|Thriller,2005,Kayvan Novak|George Clooney|Amr Waked|Christopher Plummer|Jeffrey Wright|Chris Cooper|Robert Foxworth|Nicky Henson|Nicholas Art|Matt Damon|Amanda Peet|Steven Hinkle|Daisy Tormé|Peter Gerety|Richard Lintern,Stephen Gaghan,128.0
40591,"Bohemian Life, The (La vie de bohème) ",Comedy|Drama,1992,Matti Pellonpää|Evelyne Didi|André Wilms|Kari Väänänen|Christine Murillo|Jean-Pierre Léaud|Laika|Carlos Salgado|Alexis Nitzer|Sylvie Van den Elsen|Gilles Charmant|Dominique Marcas|Samuel Fuller|Jean-Paul Wenzel|Louis Malle,Henri Murger,103.0
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan) ,Comedy|Drama,2002,Antti Tarvainen|Joonas Saartamo|Johanna Rönnlöf|Timo Päiväsalo|Liisa Halonen|Anu Hämäläinen|Harri Kettumäki|Micko Hell|Timo Hankola|Pekka Pyrhönen|Seppo Nummela|Jussi Nikkilä|Juha Koistinen|Heikki Paasonen|Tarja Saikkonen,Atro Lahtela,88.0
40614,Derailed ,Drama|Thriller,2005,Vincent Cassel|Clive Owen|Addison Timlin|Melissa George|Jennifer Aniston|Sandra Bee|RZA|William Armstrong|Tom Conti|Rachael Blake|Richard Leaf|Xzibit|Catherine McCord|Denis O'Hare|Georgina Chapman,Stuart Beattie,108.0
40617,Creep ,Horror|Thriller,2004,Vas Blackwood|Ken Campbell|Kathryn Gilfeather|Franka Potente|Grant Ibbs|Joe Anderson|Jeremy Sheffield|Sean De Vrind|Ian Duncan|Debora Weston|Emily Gilchrist|Craig Fackrell|Elizabeth McKechnie|Kelly Scott|Strapper,Christopher Smith,85.0
40629,Pride & Prejudice ,Drama|Romance,2005,Keira Knightley|Talulah Riley|Rosamund Pike|Jena Malone|Carey Mulligan|Donald Sutherland|Brenda Blethyn|Claudie Blakley|Sylvester Morand|Simon Woods|Kelly Reilly|Matthew Macfadyen|Pip Torrens|Janet Whiteside|Sinead Matthews,Jane Austen,129.0
40699,Hi-Life ,Comedy|Romance,1998,Campbell Scott|Moira Kelly|Michelle Durning|Eric Stoltz|Peter Riegert|Charles Durning|Katrin Cartlidge|Saundra Santiago|Carlo Alban|David Aaron Baker|Daryl Hannah|Steve Gilger|J. Tucker Smith|Elizabeth Van Dyke|Christina Santiago,Roger Hedden,82.0
40723,Wolf Creek ,Crime|Horror|Thriller,2005,John Jarratt|Cassandra Magrath|Kestie Morassi|Nathan Phillips|Gordon Poole|Guy O'Donnell|Phil Stevenson|Geoff Revell|Andy McPhee|Aaron Sterns|Michael Moody|Andrew Reimer|Vicki Reimer|Isabella Reimer|David Rock,Greg McLean,99.0
40732,"Descent, The ",Adventure|Drama|Horror|Thriller,2005,Shauna Macdonald|Natalie Mendoza|Alex Reid|Saskia Mulder|MyAnna Buring|Nora-Jane Noone|Oliver Milburn|Molly Kayll|Craig Conway|Leslie Simpson|Mark Cronfield|Stephen Lamb|Catherine Dyson|Julie Ellis|Sophie Trott,Neil Marshall,99.0
40752,Takeshis' ,Comedy|Drama,2005,Takeshi Kitano|Kotomi Kyôno|Kayoko Kishimoto|Ren Osugi|Susumu Terajima|Tetsu Watanabe|Akihiro Miwa|Naomasa Musaka|Kôichi Ueda|Tsutomu Takeshige|Junya Takaki|Shôgo Kimura|Kanji Tsuda|Makoto Ashikawa|Tamotsu Ishibashi,Takeshi Kitano,108.0
40817,Dinner with Friends ,Comedy|Drama,2001,Dennis Quaid|Andie MacDowell|Greg Kinnear|Toni Collette|Taylor Emerson|Jake Fritz|Holliston Coleman|Angus T. Jones|Beau Holden|Dina Morrone|Ruth Reichl|Romulo Yanes,Donald Margulies,94.0
40819,Walk the Line ,Drama|Musical|Romance,2005,Joaquin Phoenix|Reese Witherspoon|Ginnifer Goodwin|Robert Patrick|Dallas Roberts|Dan John Miller|Larry Bagby|Shelby Lynne|Tyler Hilton|Waylon Payne|Shooter Jennings|Sandra Ellis Lafferty|Dan Beene|Clay Steakley|Johnny Holiday,Elvis Presley,136.0
40826,Rent ,Drama|Musical|Romance,2005,Anthony Rapp|Adam Pascal|Rosario Dawson|Jesse L. Martin|Wilson Jermaine Heredia|Idina Menzel|Tracie Thoms|Taye Diggs|Julia Roth|Porscha Radcliffe|Stephen Payne|Darryl Chan|Ken Clark|R.C. Ormond|David Fine,Stephen Chbosky,135.0
40831,My Mother's Smile (a.k.a. The Religion Hour) (L'ora di religione) (Il sorriso di mia madre) ,Drama,2002,Sergio Castellitto|Jacqueline Lustig|Chiara Conti|Gigio Alberti|Alberto Mondini|Gianfelice Imparato|Gianni Schicchi|Maurizio Donadoni|Donato Placido|Renzo Rossi|Pietro De Silva|Bruno Cariello|Piera Degli Esposti|Toni Bertorelli|Maria Luisa Bellocchio,Marco Bellocchio,105.0
40851,Zathura ,Action|Adventure|Children|Fantasy,2005,Jonah Bobo|Josh Hutcherson|Dax Shepard|Kristen Stewart|Tim Robbins|Frank Oz|John Alexander|Derek Mears|Douglas Tait|Joe Bucaro III|Jeff Wolfe,Chris Van Allsburg,101.0
40870,C.R.A.Z.Y. ,Drama,2005,Michel Côté|Marc-André Grondin|Danielle Proulx|Émile Vallée|Pierre-Luc Brillant|Maxime Tremblay|Alex Gravel|Natasha Thompson|Johanne Lebrun|Mariloup Wolfe|Francis Ducharme|Hélène Grégoire|Michel Laperrière|Jean-Louis Roux|Mohamed Majd,François Boulay,127.0
40946,Sarah Silverman: Jesus Is Magic ,Comedy|Musical,2005,Sarah Silverman|Brian Posehn|Laura Silverman|Bob Odenkirk|Steve Agee|Jim Bodma|Jon Cellini|David Derby|Suzannah Fagan|Robin Goldwasser|Dee Kaye|Jonathan Kimmel|Michael Kotch|Kiyano La'vin|Ben Matthews,Sarah Silverman,72.0
40952,Bee Season ,Drama,2005,Richard Gere|Juliette Binoche|Flora Cross|Max Minghella|Kate Bosworth|Corey Fischer|Sam Zuckerman|Joan Mankin|Piers Mackenzie|Lorri Holt|Brian Leonard|Jamal Thornes|Kathy McGraw|John Evans|Alisha Mullally,David Siegel,104.0
40955,Breakfast on Pluto ,Comedy|Drama,2005,Cillian Murphy|Morgan Jones|Eva Birthistle|Liam Neeson|Mary Coughlan|Conor McEvoy|Ruth McCabe|Charlene McKenna|Seamus Reilly|Peter Owens|Emmet Lawlor McHugh|Bianca O'Connor|Paraic Breathnach|Pat McCabe|Owen Roe,Neil Jordan,128.0
40962,"Yours, Mine and Ours ",Comedy|Romance,2005,Dennis Quaid|Rene Russo|Sean Faris|Katija Pevec|Dean Collins|Tyler Patrick Jones|Haley Ramm|Brecken Palmer|Bridger Palmer|Ty Panitz|Danielle Panabaker|Drake Bell|Miki Ishikawa|Slade Pearce|Lil J.J.,Ron Burch,88.0
40964,In the Mix ,Comedy|Crime|Romance,2005,Usher Raymond|Chazz Palminteri|Emmanuelle Chriqui|Robert Costanzo|Robert Davi|Matt Gerald|Anthony Fazio|Geoff Stults|Chris Tardio|Kevin Hart|K.D. Aubert|Isis Faust|Nick Mancuso|Page Kennedy|Deezer D,Jacqueline Zambrano,95.0
40966,"Libertine, The ",Drama,2004,Johnny Depp|Paul Ritter|John Malkovich|Stanley Townsend|Francesca Annis|Rosamund Pike|Tom Hollander|Johnny Vegas|Richard Coyle|Tom Burke|Hugh Sachs|Rupert Friend|Kelly Reilly|Jack Davenport|Trudi Jackson,Stephen Jeffreys,114.0
40969,First Descent ,Documentary,2005,Shawn Farmer|Terje Håkonsen|Nick Perata|Travis Rice|Hannah Teter|Shaun White,Kevin Harrison,110.0
41025,"Good Woman, A ",Comedy|Drama|Romance,2004,Helen Hunt|Scarlett Johansson|Milena Vukotic|Stephen Campbell Moore|Mark Umbers|Roger Hammond|John Standing|Tom Wilkinson|Giorgia Massetti|Diana Hardcastle|Shara Orano|Jane How|Bruce McGuire|Michael Stromme|Antonio Barbaro,Oscar Wilde,93.0
41094,Brides (Nyfes) ,Drama|Romance,2004,Damian Lewis|Victoria Haralabidou|Andréa Ferréol|Evi Saoulidou|Dimitris Katalifos|Eirini Inglesi|Evelina Papoulia|Steven Berkoff|Apostolis Totsikas|Elizaveta Kuznetsova|Eleni Roussinou|Yorgos Makris|Olga Damani|Evangelia Adreadaki|Yannis Totsikas,Ioanna Karystiani,128.0
41212,Mondovino ,Documentary,2004,Albiera Antinori|Allegra Antinori|Lodovico Antinori|Piero Antinori|Isanette Bianchetti|Jean-Charles Boisset|Marchioness Bona|Michael Broadbent|Antonio Cabezas|Battista Columbu|Lina Columbu|Xavier de Eizaguirre|Alix de Montille|Etienne de Montille|Hubert de Montille,Jonathan Nossiter,135.0
41285,Match Point ,Crime|Drama|Romance,2005,Jonathan Rhys Meyers|Alexander Armstrong|Paul Kaye|Matthew Goode|Brian Cox|Penelope Wilton|Emily Mortimer|Janis Kelly|Alan Oke|Mark Gatiss|Scarlett Johansson|Philip Mansfield|Simon Kunz|Geoffrey Streatfeild|Mary Hegarty,Woody Allen,124.0
41425,"Dying Gaul, The ",Drama|Romance,2005,Patricia Clarkson|Campbell Scott|Peter Sarsgaard|Ryan Miller|Faith Jefferies|Robin Bartlett|Ebon Moss-Bachrach|Kelli O'Hara|Dee Dee Flores|Elizabeth Marvel|Don Johanson|Bill Camp|Linda Emond|Michael John,Craig Lucas,92.0
41434,After Innocence ,Crime|Documentary,2005,[],Jessica Sanders,95.0
41527,Paradise Now ,Crime|Drama|Thriller|War,2005,Lubna Azabal|Hamza Abu-Aiaash|Kais Nashif|Lutuf Nouasser|Ali Suliman|Mohammad Bustami|Ahmad Fares|Waleed On-Allah|Asaad Dwikat|Imad Saber|Mohammad Kosa|Amer Hlehel|Hiam Abbass|Nour Abd El-Hadi|Amjad Al-Imlah,Hany Abu-Assad,91.0
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The ",Adventure|Children|Fantasy,2005,Georgie Henley|Skandar Keynes|William Moseley|Anna Popplewell|Tilda Swinton|James McAvoy|Jim Broadbent|Kiran Shah|James Cosmo|Judy McIntosh|Elizabeth Hawthorne|Patrick Kake|Shane Rangi|Brandon Cook|Cassie Cook,Ann Peacock,143.0
41571,Memoirs of a Geisha ,Drama|Romance,2005,Suzuka Ohgo|Togo Igawa|Mako|Samantha Futerman|Elizabeth Sung|Thomas Ikeda|Li Gong|Tsai Chin|Kaori Momoi|Zoe Weizenbaum|David Okihiro|Miyako Tachibana|Kotoko Kawamura|Karl Yune|Eugenia Yuan,Robin Swicord,145.0
41573,"Family Stone, The ",Comedy|Drama|Romance,2005,Claire Danes|Diane Keaton|Rachel McAdams|Dermot Mulroney|Craig T. Nelson|Sarah Jessica Parker|Luke Wilson|Tyrone Giordano|Brian White|Elizabeth Reaser|Paul Schneider|Savannah Stehlin|Jamie Kaler|Robert Dioguardi|Carol Locatell,Thomas Bezucha,103.0
41575,"Promise, The (Wu ji) ",Action|Drama|Fantasy,2005,Dong-Gun Jang|Hiroyuki Sanada|Cecilia Cheung|Nicholas Tse|Ye Liu|Hong Chen|Qian Cheng|Calvin Yu|Chun-Xiao|Xiaotong Guan|Shi Lei|Peng Lu|Toby Leonard Moore|Qian Po|Anthony Brandon Wong,Kaige Chen,121.0
41602,Balseros (Cuban Rafters) ,Documentary,2002,Guillermo Armas|Maria Celeste Arraras|Rafael Cano|Fidel Castro|Bill Clinton|Oscar Del Valle|Mericys Gonzalez|Misclaida Gonzalez|Miriam Hernández|Juan Carlos Subiza,Josep Maria Domènech,120.0
41617,Havoc ,Crime|Drama|Romance,2005,Anne Hathaway|Bijou Phillips|Shiri Appleby|Michael Biehn|Joseph Gordon-Levitt|Matt O'Leary|Freddy Rodríguez|Laura San Giacomo|Mike Vogel|Raymond Cruz|Alexis Dziena|Channing Tatum|Jose Vasquez|Luis Robledo|Sam Hennings,Stephen Gaghan,85.0
41644,Dog Nail Clipper (Koirankynnenleikkaaja) ,Drama,2004,Peter Franzén|Taisto Reimaluoto|Ahti Kuoppala|Ville Virtanen|Risto Salmi|Timo Lavikainen|Leo Lastumäki|Simo Tamminen|Vieno Saaristo|Hannu Virolainen|Riitta Piironen|Seppo Timonen|Aimo Räsänen|Sami Haapala|Reino Janhunen,Markku Pölönen,105.0
41688,Cowards Bend the Knee (a.k.a. The Blue Hands) ,Drama|Romance,2003,Darcy Fehr|Melissa Dionisio|Amy Stewart|Tara Birtwhistle|Louis Negin|Mike Bell|David Stuart Evans|Henry Mogatas|Victor Cowie|Herdis Maddin|Marion Martin|Aurum McBride|Bernard Lesk|Erin Hershberg|Erika Rintoul,Guy Maddin,60.0
41704,"Shaft, The (a.k.a. Down) ",Action|Horror|Mystery|Sci-Fi,2001,James Marshall|Naomi Watts|Eric Thal|Michael Ironside|Edward Herrmann|Dan Hedaya|Ron Perlman|Kathryn Meisle|Martin McDougall|John Cariani|David Gwillim|Peter Banks|William Vanderpuye|Wilke Durand|Todd Boyce,Dick Maas,111.0
41712,"Room for Romeo Brass, A ",Comedy|Drama,1999,Martin Arrowsmith|Dave Blant|Darren Campbell|Paddy Considine|Shane Meadows|Julia Ford|Ladene Hall|Frank Harper|Nicholas Harvey|James Higgins|Bob Hoskins|Vicky McClure|Ben Marshall|Joel Morris|Johann Myers,Shane Meadows,90.0
41716,"Matador, The ",Comedy|Drama|Thriller,2005,Pierce Brosnan|Arlin Miller|Azucena Medina|Jonah Meyerson|Wiveca Bonerais|Greg Kinnear|Hope Davis|Adam Scott|Portia Dawson|Roberto Sosa|Antonio Zavala Kugler|Ramon Alvarez|Luz Maria Molina|Philip Baker Hall|Carolyn Horwitz,Richard Shepard,96.0
41721,Look Both Ways ,Drama|Romance,2005,Mary Kostakidis|Justine Clarke|Daniela Farinacci|Robbie Hoad|William McInnes|Leon Teague|Andrew S. Gilbert|Anthony Hayes|Elena Carapetis|Tamara Lee|Andreas Sobik|Lisa Flanagan|Irena Dangov|Jacquelynne Willcox|Laura Peisley,Sarah Watt,100.0
41769,Mozart and the Whale ,Comedy|Drama|Romance,2005,Josh Hartnett|Radha Mitchell|Gary Cole|Sheila Kelley|Erica Leerhsen|John Carroll Lynch|Nate Mooney|Rusty Schwimmer|Robert Wisdom|Allen Evangelista|Kelly B. Eviston|Jhon Goodwin|Christa Campbell|Jeffrey Brandle|Hollis Higgins,Ronald Bass,94.0
41815,"Scene at the Sea, A (Ano natsu, ichiban shizukana umi) ",Comedy|Romance,1991,Claude Maki|Hiroko Ôshima|Sabu Kawahara|Toshizo Fujiwara|Susumu Terajima|Katsuya Koiso|Toshio Matsui|Yasukazu Ishitani|Naomi Kubota|Tsuyoshi Ohwada|Tatsuya Sugimoto|Meijin Serizawa|Tetsu Watanabe|Keiko Kagimoto|Kengakusha Akiyama,Takeshi Kitano,101.0
41824,Address Unknown ,Drama|War,2001,Dong-kun Yang|Min-jung Ban|Young-min Kim|Eun-jin Pang|Gye-nam Myeong|In-ok Lee|Jae-Hyun Cho|Yeong-im Kim|Nam-hee Kwon|Mitch Malem,Ki-duk Kim,117.0
41863,"Three Burials of Melquiades Estrada, The ",Adventure|Crime|Drama,2006,Tommy Lee Jones|Barry Pepper|Julio Cesar Cedillo|Dwight Yoakam|January Jones|Melissa Leo|Levon Helm|Mel Rodriguez|Cecilia Suárez|Ignacio Guadalupe|Vanessa Bauche|Irineo Alvarez|Guillermo Arriaga|Josh Berry|Rodger Boyce,Guillermo Arriaga,121.0
41914,Executive Protection (Livvakterna) ,Action|Thriller,2001,Jakob Eklund|Samuel Fröler|Alexandra Rapaport|Lia Boysen|Christoph M. Ohrt|Marie Richardson|Krister Henriksson|Per Burell|Lennart Hjulström|Örjan Landström|Rafael Edholm|Katarina Weidhagen|Magnus Roosmann|Amanda Andersson|Hanna Alsterlund,Anders Nilsson,112.0
41941,"Aura, The (Aura, El) ",Crime|Drama|Thriller,2005,Ricardo Darín|Dolores Fonzi|Pablo Cedrón|Nahuel Pérez Biscayart|Jorge D'Elía|Alejandro Awada|Rafa Castejón|Manuel Rodal|Walter Reyno|Alejandro Gancé|Daniel Alejandro Ovando|Guido D'Albo|Daniel Delevin|Eva|Carlos Falcone,Fabián Bielinsky,134.0
42002,"Producers, The ",Comedy|Musical,2005,Nathan Lane|Matthew Broderick|Uma Thurman|Will Ferrell|Gary Beach|Roger Bart|Eileen Essell|Michael McKean|David Huddleston|Debra Monk|Andrea Martin|Jon Lovitz|Bryn Dowling|Meg Gillentine|Kevin Ligon,Mel Brooks,134.0
42004,Transamerica ,Adventure|Comedy|Drama,2005,Andrea James|Felicity Huffman|Danny Burstein|Maurice Orozco|Elizabeth Peña|Craig Bockhorn|Paul Borghese|Kevin Zegers|Jon Budinoff|Venida Evans|Raynor Scheine|Kate Bayley|Stella Maeve|Teala Dunn|Jim Frangione,Duncan Tucker,103.0
42007,Rumor Has It... ,Comedy|Drama|Romance,2005,Jennifer Aniston|Kevin Costner|Shirley MacLaine|Mark Ruffalo|Richard Jenkins|Christopher McDonald|Steve Sandvoss|Mena Suvari|Mike Vogel|Rob Lanza|Lisa Vachon|Trevor Stock|Jennifer Taylor|Marcia Ann Burrs|Lynn Wanlass,Ted Griffin,97.0
42009,Cheaper by the Dozen 2 ,Adventure|Comedy,2005,Steve Martin|Eugene Levy|Bonnie Hunt|Tom Welling|Piper Perabo|Carmen Electra|Jaime King|Hilary Duff|Taylor Lautner|Alyson Stoner|Jonathan Bennett|Jacob Smith|Liliana Mumy|Morgan York|Kevin G. Schmidt,Sam Harper,94.0
42011,Fun with Dick and Jane ,Comedy|Crime,2005,Jim Carrey|Téa Leoni|Alec Baldwin|Richard Jenkins|Angie Harmon|John Michael Higgins|Richard Burgi|Carlos Jacott|Aaron Michael Drozin|Gloria Garayua|Michelle Arthur|Stacey Travis|Timm Sharp|David Herman|Dempsey Pappion,Judd Apatow,90.0
42013,"Ringer, The ",Comedy,2005,Johnny Knoxville|Brian Cox|Katherine Heigl|Jed Rees|Bill Chott|Edward Barbanell|Leonard Earl Howze|Geoffrey Arend|John Taylor|Luis Avalos|Leonard Flowers|Zen Gesner|Steve Levy|Alcides Dias|Mike Cerrone,Ricky Blitt,94.0
42015,Casanova ,Action|Adventure|Comedy|Drama|Romance,2005,Heath Ledger|Sienna Miller|Jeremy Irons|Oliver Platt|Lena Olin|Omid Djalili|Stephen Greif|Ken Stott|Helen McCrory|Leigh Lawson|Tim McInnerny|Charlie Cox|Natalie Dormer|Phil Davis|Paddy Ward,Lasse Hallström,112.0
42018,Mrs. Henderson Presents ,Comedy|Drama,2005,Judi Dench|Bob Hoskins|Will Young|Christopher Guest|Kelly Reilly|Thelma Barlow|Anna Brewster|Rosalind Halstead|Sarah Solemani|Natalia Tena|Thomas Allen|Richard Syms|Ralph Nossek|Camille O'Sullivan|Doraly Rosen,David Rose,103.0
42021,"White Countess, The ",Drama,2005,Natasha Richardson|Lynn Redgrave|Madeleine Potter|Madeleine Daly|John Wood|Vanessa Redgrave|Allan Corduner|Timur Engalychev|Lucy Sutton|Amir Maimon|Itay Eltahan|Dan Herzberg|Aislín McGuckin|Dong Fu Lin|Ralph Fiennes,Kazuo Ishiguro,135.0
42053,Dirty Love ,Comedy|Romance,2005,Jenny McCarthy|Eddie Kaye Thomas|Carmen Electra|Victor Webster|Kam Heskin|Guillermo Díaz|Jessica Collins|Renee Albert|Noah Harpster|Jay Johnston|Judith Drake|David O'Donnell|Forbes March|Deryck Whibley|Tabitha Taylor,Jenny McCarthy,91.0
42150,Abouna ,Drama,2002,Ahidjo Mahamat Moussa|Hamza Moctar Aguid|Zara Haroun|Mounira Khalil|Diego Moustapha Ngarade|Koulsy Lamko|Garba Issa|Ramada Mahamat|Hassan Boulama|Sossal Mahamat|Hadje Fatime N'Goua|Nouraldine Mahamat Alio|Christophe N'Garoyal|Haoua Tantine Abakar|Adoum Albert,Mahamat-Saleh Haroun,84.0
42172,Kevin & Perry Go Large ,Comedy,2000,Harry Enfield|Kathy Burke|Rhys Ifans|Laura Fraser|James Fleet|Louisa Rix|Tabitha Wady|Paul Whitehouse|Natasha Little|Anna Shillinglaw|Badi Uzzaman|Sam Parks|Kenneth Cranham|Mark Tonderai|Patsy Byrne,Harry Enfield,82.0
42189,"Debutantes, Los ",Crime|Drama|Thriller,2003,Antonella Ríos|Néstor Cantillana|Juan Pablo Miranda|Alejandro Trejo|Eduardo Barril|Roberto Farías|Victor Montero|Anita Alvarado|Mario Poblete|Antonia Bravo|Arturo Ruiz Tagle|Angel|Francisca Castro|Isabel Santelices|Alan Ramirez,Cristián Jiménez,114.0
42197,Keeping Mum ,Comedy|Crime,2005,Rowan Atkinson|Kristin Scott Thomas|Maggie Smith|Patrick Swayze|Tamsin Egerton|Toby Parkes|Liz Smith|Emilia Fox|James Booth|Patrick Monckton|Rowley Irlam|Vivienne Moore|Murray McArthur|Morgan Gower|Rupert Simonian,Richard Russo,99.0
42208,Paheli ,Drama|Fantasy|Musical|Romance,2005,Shah Rukh Khan|Rani Mukerji|Anupam Kher|Naseeruddin Shah|Ratna Pathak Shah|Amitabh Bachchan|Sunil Shetty|Juhi Chawla|Dilip Prabhavalkar|Neena Kulkarni|Padma Rani|Sharvari Jamenis|Rajpal Yadav|Aditi Govitrikar|Palak Jain,Vijayadan Detha,140.0
